pathway	10WLC1B	10WLC2B	114DHH1B	114DHH2B	117DHH1B	117DHH2B	119DHH1B	119DHH2B	1WLC1B	1WLC2B	21WLH1B	21WLH2B	22WLH1B	22WLH2B	23WLH1B	23WLH2B	24WLH1B	24WLH2B	25WLH1B	25WLH2B	26WLH1B	26WLH2B	27WLH1B	28WLH1B	28WLH2B	29WLH1B	29WLH2B	2WLC1B	2WLC2B	30WLH1B	30WLH2B	31WHC1B	31WHC2B	32WHC1B	32WHC2B	33WHC1B	33WHC2B	34WHC1B	34WHC2B	35WHC1B	35WHC2B	36WHC1B	36WHC2B	37WHC1B	37WHC2B	38WHC1B	38WHC2B	39WHC1B	39WHC2B	3WLC1B	3WLC2B	40WHC1B	40WHC2B	4WLC1B	4WLC2B	51WHH1B	51WHH2B	52WHH1B	52WHH2B	53WHH1B	53WHH2B	54WHH1B	54WHH2B	55WHH1B	55WHH2B	56WHH1B	56WHH2B	57WHH1B	57WHH2B	58WHH1B	58WHH2B	59WHH1B	59WHH2B	5WLC1B	5WLC2B	60WHH1B	60WHH2B	61DLC1B	61DLC2B	62DLC1B	62DLC2B	63DLC1B	63DLC2B	64DLC1B	64DLC2B	65DLC1B	65DLC2B	66DLC1B	66DLC2B	67DLC1B	67DLC2B	68DLC1B	68DLC2B	69DLC1B	69DLC2B	6WLC1B	6WLC2B	70DLC1B	70DLC2B	7WLC1B	7WLC2B	81DLH1B	81DLH2B	82DLH1B	82DLH2B	83DLH1B	83DLH2B	84DLH1B	84DLH2B	85DLH1B	85DLH2B	86DLH1B	86DLH2B	87DLH1B	87DLH2B	88DLH1B	88DLH2B	89DLH1B	89DLH2B	8WLC1B	8WLC2B	90DLH1B	90DLH2B	96DHC1B	96DHC2B	97DHC1B	97DHC2B	98DHC1B	98DHC2B	9WLC1B	9WLC2B
PWY-622	22948.58351	13138.53343	12055.89309	7472.385135	11914.29497	11767.16242	10802.20463	12363.31816	16674.36274	6897.699798	13414.39263	11264.24772	23110.31589	27587.35343	15098.74759	9241.018484	19067.02837	36106.79053	30292.06705	26404.22489	22010.93178	18104.2473	31471.53204	8799.514098	16024.10721	13060.17046	19831.50938	16092.46236	20105.50425	17166.4964	16251.71559	10824.87435	19680.8909	30911.43581	34215.70996	17071.33574	23037.42542	26945.42167	24385.96906	29250.33717	28048.29571	14672.55251	21672.41223	25467.03287	22224.34681	33555.61077	36161.94527	35228.88138	34462.96325	18993.15939	26397.87651	20043.81441	12270.79428	21329.34776	19622.95866	7582.984703	6675.501351	39829.60217	15242.23232	19218.76998	14544.9226	12409.72866	10584.80957	12674.53385	4666.368465	40329.75383	20037.98578	22992.17505	14682.95937	32472.77452	31075.09165	28925.68972	20373.54997	3535.880896	5885.637764	27297.84014	18867.15257	34102.03488	33903.35137	61193.01214	14695.92125	9634.396875	9000.975596	6202.911224	3127.528308	14824.25731	11357.15676	52507.04396	29457.48933	8318.23233	5548.247681	13137.42214	14152.12337	27316.329	26847.69012	13192.60334	11069.0663	14284.04659	11552.00564	22287.50967	24934.23729	14341.38659	19046.00464	18101.63988	15639.43022	13280.65744	21220.95508	23187.90256	19054.35413	19194.03444	28374.33518	19652.24099	24614.91002	25220.99755	38648.16222	24391.02309	10.53704871	7638.113051	9543.686274	16084.65776	15318.67827	22422.59767	20960.73439	18487.41272	11058.48335	12627.89469	11815.24586	16580.68589	12147.6113	14161.44013	13821.87307
PWY-6263	7321.103673	3084.842382	6787.231523	4164.321075	9327.554131	7393.231952	7830.632246	6110.216122	8128.710727	3009.585677	3894.998543	3589.237161	12635.95219	11308.18013	7000.481632	4050.627014	8644.750693	16127.85272	12487.40829	12768.24801	10723.57132	8099.965506	17886.34212	3884.649104	2553.286883	4587.281303	9934.892722	8577.277271	11919.69701	8642.182091	6893.639548	4386.380812	6317.08513	17783.22849	16656.1297	8839.444364	13810.69393	12597.2532	9674.224618	17543.67648	14951.49043	5936.863435	10393.16875	10831.38969	8586.552474	14156.9633	18202.44121	16021.5678	15901.58949	7355.196428	8316.904929	11260.93102	5078.654731	8920.967005	7728.169308	3970.336754	3745.660152	15471.04397	3862.146994	7588.661599	6265.700829	5770.985989	5176.840263	4920.192472	1831.664708	15564.54939	8243.73544	10705.34284	7519.03079	15564.33771	14783.0821	11631.9728	8531.770783	1392.268632	2639.94588	11764.82806	7746.240542	17869.73067	20344.98488	31909.88944	9529.84918	6065.263134	4559.432854	3860.504841	1648.848127	9427.422486	7120.713211	33805.49212	17889.65421	6097.864448	4020.185995	7407.058974	7832.155383	16808.21381	16512.22584	6199.801548	4173.514306	8147.143636	6318.09095	5379.813254	8965.316759	9506.834567	11964.73747	10624.04817	10423.32732	7947.512846	12825.16526	13580.96902	12681.98657	10739.7811	16179.85338	11385.81229	14209.93709	14626.42238	22714.25047	14597.24337	0	5462.243075	5616.901793	2287.49992	3096.812337	14245.74188	13815.57807	13933.87488	8943.848822	8131.778101	7384.4536	10251.95615	7840.66287	4324.173307	3031.907302
PWY-6269	17006.64085	11974.93055	8686.699665	5007.049638	11094.28915	10463.2428	10195.89601	11082.79012	12943.29305	5374.796501	9650.008155	6978.2666	14178.32424	17957.91449	9232.922253	6399.848217	11746.93872	19661.47203	19127.83159	17248.99455	13487.51754	11867.19569	17446.65072	5155.677411	8478.602162	7110.996251	11103.23952	10949.62861	14214.45439	10017.09156	9866.628466	7001.585962	13735.48744	19140.87076	18742.06322	12832.12966	16524.27885	18846.59396	16521.16232	21944.65533	17119.998	10090.45978	13769.22141	14248.70731	15658.85299	19999.98688	22433.90808	21630.73633	16651.9586	12978.68823	13142.26616	12130.50703	8695.926351	15439.98313	12234.66784	4402.287448	3817.159549	22027.26095	15002.91981	14547.53169	9856.602207	8369.207126	6368.207645	8381.917368	2991.256062	20527.28527	11721.85164	12354.42792	8464.211155	18788.23263	22113.95294	18916.95425	13298.20526	2591.330628	3585.799738	15649.91747	12579.88627	26261.49924	28428.92507	41844.70258	13298.71889	8978.643033	6924.812813	5430.335909	2598.973167	11749.18407	10045.95096	48089.88413	28041.60348	8297.092794	5643.383929	10339.86997	10054.30128	22641.26109	21709.03445	8588.348594	8052.774039	11507.98933	8958.891717	16223.11473	17391.41617	12027.54371	14709.26672	14002.49881	12846.57235	10381.71794	15419.04136	17157.31712	16054.39535	16327.21261	23303.6275	13218.04218	17518.11194	21896.57569	27049.21971	20723.45696	5.333333333	7274.48243	7948.039453	6685.775478	7784.240417	17871.8856	18850.79121	16927.1798	13515.33573	11648.80073	9047.002156	13116.31888	9904.840225	10896.77055	11365.75886
PWY-6270	22675.55814	15805.95374	12594.16054	7039.929983	14068.94453	13041.37536	13043.95407	14183.10181	17323.31954	6672.906771	12264.20025	9307.9769	18969.67316	26409.78128	13736.21631	9868.369151	17899.51495	34530.73566	24768.57432	25277.73607	19296.17995	17197.57833	25920.0451	7798.272012	14118.31427	10212.28035	16911.44271	14030.49073	18584.14993	14442.91207	14359.13994	9807.341557	18797.20658	26065.12694	30330.60259	12884.08908	18100.01363	24766.7162	21964.21617	25579.60606	24185.99378	13467.12896	16912.58801	21758.48539	19646.95651	27507.39173	31786.26783	28609.86552	29477.93674	18101.78546	23881.87813	17203.27973	10607.81322	21630.19585	17240.63588	6525.93549	6367.355475	34790.41075	16241.3778	17574.27731	13049.34123	10850.2182	9219.063752	11154.94034	4035.161856	33877.96549	18428.66405	18860.05003	11335.3432	26051.13495	27979.77543	26198.87333	18160.97135	3454.912093	5142.597458	24493.22646	17010.76077	36651.80618	38344.39106	64705.23256	18876.59249	12090.82315	9571.243669	7607.682955	3637.073374	17258.56003	12764.00598	65352.52992	38264.65237	10993.31444	7385.966373	15120.65272	14791.43614	30383.21782	30533.59528	12043.62517	10587.61151	15528.07876	12744.46794	20766.62292	23883.7466	16648.91281	20459.24037	21023.52352	18027.34721	14923.30354	22486.29333	23425.79634	22488.42528	23206.60937	33735.2552	20471.24013	25043.1923	29717.93589	40371.14774	30211.50199	19.73831776	10055.81332	10671.60296	10301.67718	11287.87103	24946.96654	24454.29813	21407.19762	16771.3801	14989.39167	12066.2585	18236.38654	12984.08357	12090.26612	11255.50834
PWY-6277	33873.15954	22557.87529	21100.42811	11154.40647	21797.73701	20494.87977	20935.09969	23054.77363	28623.36226	10435.07513	19364.76017	15414.56292	30529.55319	42261.88855	22373.02815	16120.28607	29591.81653	55441.50662	40013.87094	42131.56712	30312.49375	28012.23788	42057.60477	12659.16445	22785.59144	18381.79541	27083.83174	21639.84109	27739.89018	22762.13674	23524.70615	15901.40424	29568.32834	39059.36477	46842.98184	19664.66016	27866.52931	39015.27582	34309.79503	37691.42398	35078.52648	21801.04015	27377.07564	35510.83956	29445.47922	45595.63533	49867.96261	46350.63296	48555.70346	27118.98074	40292.34522	26791.60634	16339.57242	35225.32142	28038.89729	10076.58383	9658.001369	56591.50928	26587.60257	27859.42613	21297.49638	16975.9851	14665.23283	17493.69692	6409.794319	56468.89082	29759.62963	32481.88592	18319.9358	41955.80633	42060.90555	43521.45514	27947.02437	5643.391338	8442.556007	39641.08078	28904.13651	58010.82755	61693.68736	109562.5443	30245.31113	18684.29324	14753.84891	12058.82855	5904.299793	27906.74167	19749.18818	105177.2896	60535.90362	17513.47159	11574.37591	24700.34235	23575.08122	46843.64897	48862.56416	18583.2445	16247.81866	24354.06065	20029.35471	31788.02112	38375.6897	26424.02935	32569.38818	32652.36873	27674.09184	23610.96057	35860.07729	37103.77022	34388.35057	36707.20854	54546.59927	31627.81148	39959.32623	47992.70172	63777.9021	47677.82571	33.07177033	15876.02987	16973.87233	16709.81189	17933.84687	40475.8873	38604.07695	33845.10784	28165.92365	24430.38746	18770.71057	28261.65316	19556.2494	19325.77179	17784.39876
PWY-6292	19462.03729	11419.69868	11734.06056	6677.37143	11935.77516	11336.31888	11472.57256	12540.84175	15193.51796	5303.625667	11528.77563	7411.065565	16693.08833	25086.92288	13478.45665	9153.706638	16742.58241	30361.70858	24118.91501	23031.8728	18279.23647	16277.77825	22654.77318	7551.303069	9892.118983	8879.321462	14895.39037	10474.68346	13571.68716	13001.35617	13162.76364	7860.943347	13499.54428	11370.43669	21193.84694	4754.024054	7847.968404	22342.31004	17838.41148	10899.72351	11396.21427	10896.67626	9519.763862	15063.71687	10799.07228	20742.7742	24329.97472	14657.7778	16277.44703	17374.02001	20906.58279	10980.97572	7684.46675	17499.49944	14439.84787	5555.921956	4387.758068	29745.7081	10604.63403	13482.46658	10618.73233	7512.998956	7306.964567	8695.275558	3335.34568	32492.15022	17239.29317	15664.93232	6267.981095	21335.18992	13534.13493	25116.09052	14679.85658	2929.649432	4394.596563	23103.20123	15879.06321	35386.55177	36348.73444	63185.41494	17595.93215	11158.01618	8653.06225	6958.223344	3454.165712	15894.743	12574.83692	60287.48317	35779.40676	9720.161208	6801.041304	14193.43076	14061.63259	27536.75721	29056.37241	9063.274049	9614.631045	14590.54168	12231.16106	13841.63759	19078.49419	14650.05416	18305.92919	19786.23972	16524.5381	13232.51958	21149.484	22038.45687	19708.08484	21249.56721	29183.56026	19647.19632	23885.94394	26859.80797	38593.27867	27460.62622	15.08571429	8776.567417	9899.147054	5358.774019	7311.960218	23151.86147	22211.99941	18359.0838	13618.11258	12877.28071	10965.84196	16492.86237	12124.436	9105.584885	7240.918819
PWY-6293	19587.75349	11208.19743	9812.290038	5643.914199	8010.286123	8540.826529	7568.26615	10712.29661	14001.26624	5367.124603	10770.24249	7709.686949	15993.57478	24017.89386	13018.64261	8236.711683	15912.66614	30057.85439	22328.84956	21665.75325	17996.73793	15721.16769	21830.23389	7197.768678	9917.540138	9040.396629	14573.05891	10803.54359	13937.58948	13137.40809	12685.88716	7941.209359	14313.23207	11745.49747	21592.45937	5040.841314	8135.048047	21270.84025	17577.53285	11639.95655	11138.59748	10843.4421	9576.228158	15076.94695	10152.72368	20880.95991	24032.27239	14836.8771	16031.51829	16434.15767	21129.61795	11034.39576	7106.427475	17330.73537	15279.42101	5216.847351	4370.973184	29537.64302	11364.12818	13518.06356	9850.985765	7716.595525	7118.456902	8500.450788	3288.418996	30157.79886	16059.6419	14636.72669	6624.087497	21550.69839	14019.05833	24086.6721	14662.79184	2812.999613	4406.447416	22212.5289	14966.28326	31737.06148	31996.53148	53951.01948	14530.17502	9503.246187	8189.983277	5891.089838	3043.666373	13853.04356	10610.80032	50292.75479	29309.80495	7663.184476	4827.577404	11200.35559	12885.30962	23606.98936	24113.45763	9420.868286	9258.785312	12068.34523	10596.82881	14357.0991	18778.23795	11725.85989	14861.37047	17193.26691	13405.77125	11752.55455	18180.72983	19907.87879	15537.80197	18823.57073	23784.40339	16941.6476	21216.1306	22554.23689	34674.19427	22744.53739	14.405605	6892.685099	7900.908785	5405.082349	6911.07967	19554.52041	17984.46984	12367.98308	9637.433179	10667.19536	8557.617438	13213.75163	8944.992171	9101.650053	7579.876112
PWY-6305	16656.25938	11438.42401	7464.826529	4867.812097	6879.664904	7433.541843	6206.543159	8198.379971	11985.27016	5230.461621	9165.908488	7423.930174	16445.89306	17104.52708	10079.01068	6365.847571	12754.37053	24362.90223	17363.48429	17569.39472	14296.88896	12444.40498	20981.38992	5845.020123	10893.88975	8178.804486	13096.09009	11701.27995	13896.91931	11169.80019	11176.27619	7056.054776	13729.00264	17724.48675	20100.39815	10201.05737	15804.38424	17917.85006	15538.95786	18881.47931	16144.54258	9757.191385	13493.09208	14659.4238	12881.31978	20307.17796	23891.62541	19534.53321	19079.85666	12609.43551	16110.67787	13457.49432	7385.117262	16941.69621	13697.26528	4986.053767	4525.657679	23372.36714	14896.16103	14901.1863	9645.019046	8909.20083	6474.034536	7916.701534	2879.549115	23507.27708	12905.59732	13832.75273	8883.817419	20715.83	21610.59927	18717.64811	12649.69352	2273.474358	3936.103365	16730.19132	12188.56563	24773.86611	25510.89997	41960.54244	12015.09233	6881.041604	6026.564762	4405.491276	2390.106671	11050.62697	8627.993707	39265.40728	23817.03762	5915.201917	4364.260571	9060.36195	9647.057096	18596.97362	19668.08004	9153.359239	8360.175531	10333.21988	8256.617449	14771.75253	16886.08941	9591.26923	11912.04331	12490.14732	11014.14372	8979.751765	15892.11613	15865.80722	11983.93026	14341.29265	20855.68812	13855.22145	16605.35008	17913.31116	26672.94631	15327.97744	20.02139037	5130.964131	6695.452627	11308.93209	9122.335187	15401.98995	14288.05147	11090.10988	8005.601591	8141.870967	7236.101952	10786.57627	7792.244421	8662.572935	7146.63385
PWY-6307	9760.755988	3972.157454	9192.8636	4166.124549	5594.138954	4762.642775	5725.975301	7077.064104	10239.3801	3435.105063	7105.498585	5203.47323	11462.46524	16559.52972	10026.75005	8181.510437	12624.58252	26133.04486	15526.05966	17934.13959	13257.90592	12743.94339	15700.68104	5257.879541	3605.566397	8825.393859	10114.5378	6562.101243	8772.176692	9449.315828	9426.48702	5531.316654	8696.393359	6085.382046	11884.64546	3716.034615	5098.214918	15792.22639	11606.90716	5910.262052	5399.143465	7670.612759	6057.230933	10986.92251	6889.22665	13565.39957	15699.75355	8584.512447	8171.633623	12404.47778	14251.2707	6240.02309	4776.155216	13693.18038	13041.43479	4111.011632	2384.178169	25317.55964	7312.842358	9559.990675	8045.063737	5276.188139	5204.940293	6279.058566	2231.699748	22303.24424	12237.67187	12444.47056	4237.661663	15507.60749	7528.502194	20566.96264	6953.595085	1869.789353	3677.952066	18689.72452	14502.7042	23269.10464	26093.40986	51169.244	10417.93925	7789.710102	5648.267943	4661.259415	1929.017497	12375.35968	8603.571075	43863.87179	24941.73371	7184.506495	3977.410204	6728.981387	9806.235785	21053.23717	19160.05946	5580.411309	6980.647336	7690.085592	7105.884153	9120.282066	14448.33132	9794.09396	11627.94338	17035.43897	11751.2505	9710.146174	15424.71946	15933.71332	12294.57337	15657.64846	19367.37256	12329.68619	18377.40119	20010.78347	28332.39326	23289.81373	9.246440307	5498.051008	6358.305137	2431.028832	3041.915558	18695.40288	16026.73346	9407.714231	7009.987666	7826.785135	5655.071499	9839.300232	4096.700368	5494.523167	3657.601322
PWY-6313	26563.95584	12411.56628	17891.32215	9875.724956	22363.34426	19749.39085	21784.63182	22209.49746	24342.5752	7602.113376	17364.54444	9813.139196	17709.35675	27223.54103	15891.39637	11741.28658	20254.65541	33576.13773	24030.47508	26535.5781	21515.96959	18876.72645	23596.73896	8663.986899	14325.87289	11716.09133	16343.34083	12465.58135	15982.42801	15226.46885	16699.03384	10466.35061	15849.35248	8692.394238	21569.69102	4932.958366	7938.137919	26878.52673	19358.1434	9847.733122	9081.289234	14370.18325	11287.16198	15008.23385	12768.70663	23382.73361	24780.21452	13433.1985	13483.86884	19236.70798	24258.28036	10697.07852	9589.143103	22555.33805	22969.15152	6721.254012	4377.287063	36948.83545	13713.25299	14465.34815	14905.46086	10048.62358	7670.598133	10097.7151	4023.248284	43424.39933	21876.86354	18423.87911	6687.844549	24467.0945	13837.12773	28409.88632	19565.2466	4661.728991	6196.613094	28011.69768	20136.44059	42783.07195	45277.8178	85147.06052	27401.83945	17760.9239	10915.87296	10880.45414	4706.623664	20572.36863	17413.72073	94799.72024	53270.91224	17181.28168	11426.85309	14836.00674	17925.84559	41868.18314	32717.93915	9749.060485	12224.38112	19742.55144	15220.33883	21167.52684	26865.92132	20648.88665	27117.79781	26892.32559	25034.711	21036.98533	29195.04204	30876.15549	31905.33323	30009.07341	40722.27727	23145.10843	32848.58228	43360.25857	51273.76923	39619.92648	12.67567568	14727.71411	15906.6433	6300.102801	7155.45869	36282.61626	37604.35708	34027.84786	27820.7792	22511.87508	17861.94295	26113.33235	19189.61756	12109.86002	9744.984272
PWY-6317	17304.92478	11522.10759	13836.66903	7491.690982	15562.21658	14138.23146	14463.53446	14640.88275	15302.66106	4969.398314	10164.19265	7772.765266	16585.58142	20906.37718	10686.41742	8042.9689	13443.73143	28393.23972	18847.42104	23018.15663	15101.88404	13569.51239	24141.54507	6547.076188	8457.654377	12163.63331	14522.46564	11653.26599	13786.95218	12491.41311	12785.369	7457.46422	13123.53498	16904.78539	25727.68853	7671.01173	13035.20998	19398.03116	15252.97236	11896.00174	15502.36553	9907.032832	11589.80216	17063.64754	13895.66501	17333.99659	22419.53608	21441.83029	27055.03181	13591.08739	25514.05105	11961.96198	6566.780008	17816.63889	12475.9189	4997.160922	5528.678745	29943.65305	10739.61041	13681.70387	11597.05194	8003.085878	6933.94352	9113.757635	3078.476062	30545.97446	15083.51156	16832.92603	10135.75196	20634.0045	20461.73614	24121.92146	13897.18785	3151.987916	3974.148648	20340.78576	15942.37578	35450.52048	37377.94483	66410.97656	17696.13197	11160.49182	8438.851657	7091.573364	3535.14707	16050.65356	12905.72901	62620.78021	35082.60225	11032.75051	7240.016948	15117.67458	14576.8716	28777.08362	30760.11748	10867.38043	7582.371507	15018.15537	12084.29002	20185.93548	23099.04521	16941.13136	21505.53886	20179.61403	17664.57196	15432.87784	22818.89108	23832.59695	23395.39146	22349.55631	34467.99976	20418.63549	23735.95425	30902.97839	38682.16886	28248.79414	18.1584997	10291.25556	11058.32224	15533.61266	14643.13372	25711.29346	25394.47692	24012.43919	18786.05314	16272.95152	12516.02064	18566.31815	13286.41023	14718.88034	14054.67363
PWY-6328	2587.42341	2458.054078	0	13.78403175	0	25.66905225	27.60277111	5.98716396	5.992417673	13.84579032	25.67907601	71.11412613	31.66851415	23.82662471	25.51717701	9.916607957	178.8604257	49.37134342	29.70696137	29.68126946	39.24835437	33.48626736	113.9647127	9.882247292	536.3328535	23.67119187	203.2385062	23.76319914	23.7980791	0	38.98915612	23.71247178	60.46539197	11.93295369	27.72704416	0	35.64721075	60.87426321	45.42366949	17.8823843	0	105.8338295	195.7713511	96.81972586	27.76233995	412.2193908	128.8501017	37.52671023	55.03689649	35.36471546	29.78932422	17.85738526	194.370238	92.0374932	66.25962529	0	25.17569316	71.00820587	7.974309627	0	37.6045717	17.89592335	15.80500166	54.68525209	89.55240448	121.7022096	3.995296164	85.74871179	9.865677436	253.2339701	89.58992198	31.77694182	11.93792863	0	25.13441945	37.53043674	120.4912471	7.988210583	35.72614974	134.2417568	11.94180568	15.82589175	15.79661114	0	0	80.19688182	21.6143981	33.89182705	129.1229513	0	0	11.94234754	41.21340069	27.76855845	21.86632986	61.8095072	9.948283674	65.74422997	9.947568653	1342.713604	117.1610906	250.7460382	5.990048042	23.79575142	15.89347743	7.974243195	7.981089154	33.65269677	3.995098599	23.84083176	49.63508211	5.986853986	33.69977578	45.56471847	45.60654031	5.98446836	0	0	0	941.9657173	688.8780993	35.70992928	11.95423459	11.94409823	39.41496282	15.88262031	11.91091158	0	17.79273865	113.5524334	657.1304039
PWY-6338	1881.0869	897.5102744	767.827006	410.7476598	677.2838919	700.9890316	889.0674885	1253.181663	1243.151898	582.6317676	1269.334366	1058.092741	1306.172717	2224.997257	1818.91463	657.6504914	1752.87573	2895.250815	1879.320223	1734.123351	1565.36173	1389.328462	1728.841305	608.1274434	3114.625677	523.6704443	1075.846271	876.3457018	1296.910721	1386.615066	1376.264537	770.6683904	1618.162516	490.9808805	1354.893046	141.6252149	407.7684953	1922.359538	2253.567138	851.4676397	894.8352827	1191.180811	848.1775553	1322.645549	790.1966194	2018.179224	1789.298709	781.3543466	677.0877715	1489.882471	2269.857471	685.8407328	648.788454	1609.789664	2273.003124	430.5048064	134.8771064	2385.759697	813.1189073	898.8425757	772.2725099	841.5560346	376.6385177	558.0352619	203.6593111	2751.267216	1793.148573	1056.435204	173.7186076	1912.753128	1048.333585	2026.03778	1377.920233	200.2704291	557.9477554	2298.791991	1176.226594	3481.562177	3673.278411	4537.817306	1225.860008	1526.800165	899.5739352	600.4685431	220.9551573	1194.162994	1527.644311	4318.487428	2671.136629	540.8387857	490.0377472	1047.342809	1062.576742	2364.353656	2368.940823	625.9950363	874.9801255	1442.085201	1173.431537	999.1259853	1805.128238	1038.281857	1360.0401	1403.557631	1384.883094	817.250608	1754.359714	1881.669405	1253.027864	1290.930753	2117.708735	1394.086122	1830.080901	1810.651089	3562.483201	1451.051559	0	521.9619942	845.3485371	309.2634801	478.8562546	1634.394792	1385.207232	883.6741702	474.5348467	897.3376978	837.5942149	1365.438744	1125.858745	659.5813328	689.7264529
PWY-6339	863.6479155	347.8909696	430.0085543	272.0302806	291.1948749	384.540797	544.1348999	695.0085911	806.6505558	302.1339581	896.8657478	772.1219576	918.8778286	1497.692552	1331.370606	268.3474365	1079.764538	1932.141344	1092.626441	931.2161336	917.4894114	872.1191633	1207.388213	379.9333333	1198.609369	296.7946741	642.5376974	453.2956679	643.3382595	925.255516	779.9225299	485.5673348	1108.364095	362.1516659	969.2687127	84.44285714	231.9165104	1368.090566	1239.587584	544.9393609	748.9864798	947.7992002	714.4284729	1215.674552	528.4896043	1204.678245	1353.988017	606.6343072	506.2494705	791.5510022	957.1912903	504.5287128	386.6786339	760.4358929	1329.914557	282.4475018	84.16408041	1777.143203	521.664865	566.9379161	442.8903567	579.292426	166.9914692	364.8199079	107.7186544	1573.109543	1141.846184	655.2794164	117.6005306	1103.36831	678.2167695	1187.804266	977.7328444	133.3507109	221.5780628	1634.079341	605.8399484	2177.597984	2348.938121	2527.333122	653.0312841	1118.759118	510.2109828	341.1662445	118.101473	766.2511743	1138.975758	2338.665254	1477.601587	286.0026846	334.9978113	637.0106938	687.4534692	1438.136015	1466.671793	355.3963146	565.3510135	905.7849081	748.4164609	643.7632099	1096.560043	496.6212167	800.7365016	638.3655352	799.6327537	409.9645242	1038.749073	1052.765035	644.8845793	712.9552352	964.538872	805.6383669	1065.288423	826.5214286	2102.633116	590.0970193	0	274.65625	481.7801998	140.0982025	286.5309898	798.5951349	625.5175439	452.0179372	203.0540335	509.6739538	496.83597	798.4993926	734.3254334	320.9220206	461.083207
PWY-6342	535.6997578	132.5495231	611.2532822	457.8948075	267.844153	326.3644359	576.1588516	1392.734996	1519.519625	312.2112329	249.5852906	378.5099177	978.1084977	656.7644321	395.3329193	522.5233949	1021.929878	1544.158864	473.6921149	702.8653859	638.1282737	610.544981	495.4659311	365.899704	131.1941097	268.8240361	479.4366944	553.1381707	456.1523316	291.7256545	476.749945	263.9852121	425.7370329	68.63677537	397.0665114	50.65089299	168.5790281	490.4601485	279.2876491	202.6803453	77.55591026	388.856178	254.1274655	598.6459868	370.684268	521.6252276	484.1116569	228.3818002	203.4330614	760.8922706	846.822824	300.2735941	250.5580116	1773.851749	741.2038838	296.9860346	23.91259392	823.0919708	414.4766814	252.0379932	313.540521	337.2800948	378.6171612	302.8222283	205.7384881	4469.257565	496.3763094	846.2669035	89.19974446	503.0100641	181.4006164	617.9085946	245.4302083	109.2655257	256.7087995	1104.199075	983.8727105	1395.480673	929.1132674	3305.194846	639.3963491	558.0601451	483.3006875	380.8980371	138.2391087	611.6320068	155.0738521	2005.316277	974.9573688	479.8944174	219.1614327	269.6915716	276.1348033	1071.887719	554.6596644	218.6802264	306.7800828	373.2359021	624.4405643	429.1209441	1352.529347	335.3298483	297.8036297	1041.87658	273.9862571	466.9853368	586.0508376	827.9302228	351.4007301	919.8123848	1438.315644	520.0902608	487.1358462	1671.889525	1249.853461	1430.23148	0	441.0165978	435.8887309	5.996192955	14.97906624	1066.195264	864.0581005	672.0337172	632.2729956	826.7503318	287.873384	538.4938057	317.4597323	459.0959702	259.3165937
PWY-6344	260.6139541	140.4073198	77.30147469	11.56072821	0	0	0	0	79.95843609	14.95131364	16.62200601	195.3250215	1504.419312	301.8840697	69.80456928	5.931148721	157.3742296	217.8673035	291.2837603	264.1813822	540.9918279	246.6764407	722.5585905	154.8835394	16.76212029	94.16915632	752.9728064	3129.351224	3423.100837	125.1905402	206.1750697	811.9283717	275.3899849	6409.638897	1972.759403	7054.249087	6496.661612	3183.944344	4559.070207	10841.01082	6556.631102	1234.22115	3530.354094	3471.350977	5224.757093	4468.033645	5400.645732	9376.571662	4550.96025	0	11.19244396	2791.113639	3001.440082	166.9353623	17.06337287	860.0325435	636.2227058	3557.853069	49.98186771	567.6359855	422.3481297	1721.954257	1478.626029	2853.213494	829.2649165	1384.555818	63.23743206	775.9371965	2446.565306	2944.614169	9792.661111	393.9757403	2557.784321	66.49695745	153.2895139	86.11090036	17.21709628	416.4709077	63.12142893	150.2504138	67.22699515	16.97701191	11.9852674	40.81248973	38.09405938	27.98466873	48.57950821	704.7766601	268.9559583	69.23936184	0	57.38140634	11.68274806	323.8334718	120.9552636	955.8367516	31.50280094	111.4094806	0	31.57346839	63.63930627	157.7475025	57.30180159	0	182.2164491	186.6986691	254.4727065	0	250.4551462	0	0	256.4207459	381.356703	127.0289361	0	55.43427242	0	58.61415448	92.23912133	1280.155052	1363.732575	0	0	0	0	17.58709496	92.38740066	71.69040781	0	36.52326965	66.69167238
PWY-6349	0	0	0	0	0	0	0	0	0	0	0	0	15.76903664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8833817	0	0	0	0	0	26.14622825	0	10.50868737	0	21.15138384	33.96103347	0	0	18.51247105	34.30603015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.64730778	0	0	15.80590741	0	0	0	18.03665432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
