"PathwayID","PathwayName","Class_L2","Class_L1"
"PWY-6920","6-gingerol analog biosynthesis (engineered)","Other","Other"
"PWY-6922","L-N&delta;-acetylornithine biosynthesis","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-6923","ricinine degradation","Other","Other"
"PWY-6926","pyrethrin I biosynthesis","Other","Other"
"PWY-6927","chlorophyll a degradation II","Secondary metabolite / isoprenoid metabolism","Biosynthesis / cellular components"
"PWY-6928","superpathway of cholesterol degradation I (cholesterol oxidase)","Lipid metabolism","Biosynthesis / cellular components"
"PWY-6930","phenolic malonylglucosides biosynthesis","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-6931","seleno-amino acid detoxification and volatilization I","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-6932","selenate reduction","Other","Other"
"PWY-6933","seleno-amino acid detoxification and volatilization III","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-6935","seleno-amino acid detoxification and volatilization II","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-6936","seleno-amino acid biosynthesis (plants)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-6937","superpathway of testosterone and androsterone degradation","Other","Other"
"PWY-6938","NADH repair (eukaryotes)","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY-6938-1","NADH repair (prokaryotes)","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY-6940","icosapentaenoate biosynthesis VI (fungi)","Other","Other"
"PWY-6941","styrene degradation","Other","Other"
"PWY-6942","dTDP-D-desosamine biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY-6943","testosterone and androsterone degradation to androstendione (aerobic)","Other","Other"
"PWY-6944","androstenedione degradation I (aerobic)","Other","Other"
"PWY-6945","cholesterol degradation to androstenedione I (cholesterol oxidase)","Lipid metabolism","Biosynthesis / cellular components"
"PWY-6946","cholesterol degradation to androstenedione II (cholesterol dehydrogenase)","Lipid metabolism","Biosynthesis / cellular components"
"PWY-6947","superpathway of cholesterol degradation II (cholesterol dehydrogenase)","Lipid metabolism","Biosynthesis / cellular components"
"PWY-6948","sitosterol degradation to androstenedione","Lipid metabolism","Biosynthesis / cellular components"
"PWY-6949","DIBOA-glucoside biosynthesis","Other","Other"
"PWY-695","abscisic acid biosynthesis","Other","Other"
"PWY-6950","DIMBOA-glucoside biosynthesis","Other","Other"
"PWY-6952","glycerophosphodiester degradation","Other","Other"
"PWY-6953","dTDP-3-acetamido-&alpha;-D-fucose biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY-6954","superpathway of aromatic compound degradation via 2-hydroxypentadienoate","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-6955","lincomycin A biosynthesis","Other","Other"
"PWY-6956","naphthalene degradation to acetyl-CoA","Energy / central carbon metabolism","Energy metabolism"
"PWY-6957","mandelate degradation to acetyl-CoA","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-6958","icosapentaenoate biosynthesis I (lower eukaryotes)","Other","Other"
"PWY-6959","L-ascorbate degradation V","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-6960","L-ascorbate degradation III","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-6961","L-ascorbate degradation II (bacterial, aerobic)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-6962","superpathway of trimethylamine degradation","Other","Other"
"PWY-6963","ammonia assimilation cycle I","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY-6964","ammonia assimilation cycle II","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY-6965","methylamine degradation II","Other","Other"
"PWY-6966","methanol oxidation to formaldehyde I","Other","Other"
"PWY-6967","methylamine degradation I","Other","Other"
"PWY-6968","trimethylamine degradation","Other","Other"
"PWY-6969","TCA cycle V (2-oxoglutarate synthase)","Energy / central carbon metabolism","Energy metabolism"
"PWY-6970","pyruvate decarboxylation to acetyl CoA II","Energy / central carbon metabolism","Energy metabolism"
"PWY-6971","oleandomycin biosynthesis","Other","Other"
"PWY-6972","oleandomycin activation/inactivation","Other","Other"
"PWY-6973","dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY-6974","dTDP-&beta;-L-olivose biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY-6975","superpathway of erythromycin biosynthesis (without sugar biosynthesis)","Other","Other"
"PWY-6976","dTDP-&beta;-L-mycarose biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY-6977","superpathway of erythromycin biosynthesis","Other","Other"
"PWY-6978","plastoquinol-9 biosynthesis II","Other","Other"
"PWY-6981","chitin biosynthesis","Polymer degradation","Substrate utilization / nutrient cycling"
"PWY-6982","umbelliferone biosynthesis","Other","Other"
"PWY-6983","threo-tetrahydrobiopterin biosynthesis","Other","Other"
"PWY-6984","lipoate salvage II","Other","Other"
"PWY-6986","alginate degradation","Other","Other"
"PWY-6987","lipoate biosynthesis and incorporation III (Bacillus)","Other","Other"
"PWY-6989","(-)-camphor degradation","Other","Other"
"PWY-699","brassinosteroid biosynthesis I","Other","Other"
"PWY-6990","(+)-camphor biosynthesis","Other","Other"
"PWY-6991","(-)-camphor biosynthesis","Other","Other"
"PWY-6992","1,5-anhydrofructose degradation","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-6993","nicotine degradation II (pyrrolidine pathway)","Other","Other"
"PWY-6994","L-pyrrolysine biosynthesis","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-6995","5-hydroxymethylfurfural degradation","Other","Other"
"PWY-6996","daidzin and daidzein degradation","Other","Other"
"PWY-6997","furfural degradation","Other","Other"
"PWY-6998","CDP-D-arabitol biosynthesis","Other","Other"
"PWY-6999","theophylline degradation","Other","Other"
"PWY-7000","kanamycin biosynthesis","Other","Other"
"PWY-7002","4-hydroxyacetophenone degradation","Other","Other"
"PWY-7003","glycerol degradation to butanol","Other","Other"
"PWY-7006","4-amino-3-hydroxybenzoate degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7007","methyl ketone biosynthesis (engineered)","Other","Other"
"PWY-7008","2-hydroxybiphenyl degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7009","2,2'-dihydroxybiphenyl degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-701","L-methionine degradation II","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-7010","2-propylphenol degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7011","2-isopropylphenol degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7013","(S)-propane-1,2-diol degradation","Organic acid / small-molecule metabolism","Substrate utilization / nutrient cycling"
"PWY-7014","paromamine biosynthesis I","Other","Other"
"PWY-7015","ribostamycin biosynthesis","Other","Other"
"PWY-7016","neomycin biosynthesis","Other","Other"
"PWY-7018","paromomycin biosynthesis","Other","Other"
"PWY-7019","butirosin biosynthesis","Other","Other"
"PWY-702","L-methionine biosynthesis II","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-7020","superpathway of butirocin biosynthesis","Other","Other"
"PWY-7021","superpathway of neomycin biosynthesis","Other","Other"
"PWY-7022","paromamine biosynthesis II","Other","Other"
"PWY-7024","superpathway of the 3-hydroxypropanoate cycle","Energy / central carbon metabolism","Energy metabolism"
"PWY-7025","gentamicin biosynthesis","Other","Other"
"PWY-7026","terminal olefins biosynthesis I","Other","Other"
"PWY-7027","hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis","Other","Other"
"PWY-7028","UDP-N,N'-diacetylbacillosamine biosynthesis","Other","Other"
"PWY-7029","terminal olefins biosynthesis II","Other","Other"
"PWY-7031","protein N-glycosylation (bacterial)","Other","Other"
"PWY-7032","alkane biosynthesis I","Other","Other"
"PWY-7033","alkane biosynthesis II","Other","Other"
"PWY-7035","(9Z)-tricosene biosynthesis","Other","Other"
"PWY-7036","very long chain fatty acid biosynthesis II","Lipid metabolism","Biosynthesis / cellular components"
"PWY-7037","protein O-glycosylation (Neisseria)","Other","Other"
"PWY-7039","phosphatidate metabolism, as a signaling molecule","Lipid metabolism","Biosynthesis / cellular components"
"PWY-7040","violacein biosynthesis","Other","Other"
"PWY-7041","the visual cycle II (molluscs)","Other","Other"
"PWY-7042","the visual cycle (insects)","Other","Other"
"PWY-7043","11-cis-3-hydroxyretinal biosynthesis","Other","Other"
"PWY-7044","5-nitroanthranilate degradation","Other","Other"
"PWY-7045","mithramycin biosynthesis","Other","Other"
"PWY-7046","4-coumarate degradation (anaerobic)","Other","Other"
"PWY-7049","icosapentaenoate biosynthesis II (6-desaturase, mammals)","Other","Other"
"PWY-7050","icosapentaenoate biosynthesis IV (bacteria)","Other","Other"
"PWY-7052","cyanophycin metabolism","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-7053","docosahexaenoate biosynthesis I (lower eukaryotes)","Other","Other"
"PWY-7054","N-acetylglutaminylglutamine amide biosynthesis","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-7055","daphnetin modification","Other","Other"
"PWY-7056","daphnin interconversion","Other","Other"
"PWY-7057","cichoriin interconversion","Other","Other"
"PWY-7058","esculetin modification","Other","Other"
"PWY-7059","fumigaclavine biosynthesis","Other","Other"
"PWY-7065","2&alpha;,7&beta;-dihydroxylation of taxusin","Other","Other"
"PWY-7066","glycyrrhetinate biosynthesis","Other","Other"
"PWY-7067","betulinate biosynthesis","Other","Other"
"PWY-7068","ursolate biosynthesis","Other","Other"
"PWY-7069","oleanolate biosynthesis","Other","Other"
"PWY-7070","steviol biosynthesis","Other","Other"
"PWY-7071","steviol glucoside biosynthesis (rebaudioside A biosynthesis)","Other","Other"
"PWY-7072","hopanoid biosynthesis (bacteria)","Secondary metabolite / isoprenoid metabolism","Biosynthesis / cellular components"
"PWY-7074","phenylethanol glycoconjugate biosynthesis","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7075","phenylethyl acetate biosynthesis","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7076","3,5-dimethoxytoluene biosynthesis","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7077","N-acetyl-D-galactosamine degradation","Other","Other"
"PWY-7079","geodin biosynthesis","Other","Other"
"PWY-7080","asterrate biosynthesis","Other","Other"
"PWY-7081","4-aminophenol degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-7082","ammonia oxidation IV (autotrophic ammonia oxidizers)","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY-7084","nitrifier denitrification","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY-7085","triethylamine degradation","Other","Other"
"PWY-7087","2-methylisoborneol biosynthesis","Other","Other"
"PWY-7088","taxiphyllin biosynthesis","Other","Other"
"PWY-7089","taxiphyllin bioactivation","Other","Other"
"PWY-7090","UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis","Cell envelope / glycan metabolism","Biosynthesis / cellular components"
"PWY-7091","linustatin bioactivation","Other","Other"
"PWY-7092","neolinustatin bioactivation","Other","Other"
"PWY-7093","vicianin bioactivation","Other","Other"
"PWY-7094","fatty acid salvage","Lipid metabolism","Biosynthesis / cellular components"
"PWY-7095","3,4-dihydroxymandelonitrile &beta;-D-glucose biosynthesis","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-7096","triclosan resistance","Other","Other"
"PWY-7097","vanillin and vanillate degradation I","Other","Other"
"PWY-7098","vanillin and vanillate degradation II","Other","Other"
"PWY-7100","spinosyn A biosynthesis","Other","Other"
"PWY-7101","5-deoxystrigol biosynthesis","Other","Other"
"PWY-7102","bisabolene biosynthesis (engineered)","Other","Other"
"PWY-7104","dTDP-&beta;-L-megosamine biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY-7105","olivetol biosynthesis","Other","Other"
"PWY-7106","erythromycin D biosynthesis","Other","Other"
"PWY-7108","erythromycin A biosynthesis","Other","Other"
"PWY-7109","megalomicin A biosynthesis","Other","Other"
"PWY-7110","superpathway of megalomicin A biosynthesis","Other","Other"
"PWY-7111","pyruvate fermentation to isobutanol (engineered)","Energy / central carbon metabolism","Energy metabolism"
"PWY-7112","4-hydroxy-2-nonenal detoxification","Stress / detoxification","Stress response"
"PWY-7113","furcatin degradation","Other","Other"
"PWY-7114","tea aroma glycosidic precursor bioactivation","Other","Other"
"PWY-7115","C4 photosynthetic carbon assimilation cycle, NAD-ME type","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY-7117","C4 photosynthetic carbon assimilation cycle, PEPCK type","Other","Other"
"PWY-7118","chitin deacetylation","Polymer degradation","Substrate utilization / nutrient cycling"
"PWY-7119","ceramide and sphingolipid recycling and degradation (yeast)","Lipid metabolism","Biosynthesis / cellular components"
"PWY-7120","esterified suberin biosynthesis","Other","Other"
"PWY-7124","ethene biosynthesis V (engineered)","Other","Other"
"PWY-7126","ethene biosynthesis IV (engineered)","Other","Other"
"PWY-7127","CDP-D-mannitol biosynthesis","Organic acid / small-molecule metabolism","Substrate utilization / nutrient cycling"
"PWY-7128","nicotine degradation III (VPP pathway)","Other","Other"
"PWY-7129","quercetin glucoside biosynthesis (Allium)","Other","Other"
"PWY-7130","L-glucose degradation","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-7131","CMP-legionaminate biosynthesis II","Cell envelope / glycan metabolism","Biosynthesis / cellular components"
"PWY-7133","quercetin glucoside degradation (Allium)","Other","Other"
"PWY-7134","rutin degradation (plants)","Other","Other"
"PWY-7135","emetine biosynthesis","Other","Other"
