"ASV","Indicator","stat","p.value","p_adj","Phylum","Class","Order","Family","Genus"
"72c018284ae3c2003c01d5a804d2762f","High",0.339683110243379,0.006,0.042873417721519,"Actinobacteriota","Thermoleophilia","","",""
"38a3a71b2f951c88925dcb83306f46ea","High",0.339683110243379,0.006,0.042873417721519,"Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41"
"62aad96fc18c36bff55e827c03185914","High",0.339683110243379,0.007,0.0481890243902439,"Proteobacteria","Alphaproteobacteria","Rickettsiales","AB1","AB1"
"f6ebea96a0b4d0a924c1f0b57aa729f7","High",0.332377243130795,0.004,0.0328436363636364,"Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"49131892791de98b90d78d3df470334c","High",0.331663411985972,0.006,0.042873417721519,"Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"37063428493b7faaa42a0fe954de736d","High",0.331594256782625,0.003,0.0268809523809524,"Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrio"
"7263cae0fa9d44a9904ef8bafe598a51","High",0.330342953237367,0.003,0.0268809523809524,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"b428f3f6609b528156cf5ebe705b1aa8","High",0.310086836473021,0.006,0.042873417721519,"SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)"
"835f0ee519a4720f7b4a5a4556084de0","High",0.310086836473021,0.006,0.042873417721519,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Ahniella"
"b6921bfd7261f0dc84c443b5057d3d8c","High",0.310086836473021,0.006,0.042873417721519,"Patescibacteria","Microgenomatia","Candidatus_Collierbacteria","Candidatus_Collierbacteria","Candidatus_Collierbacteria"
"2a935f852276a0fa465afad4aef1526d","High",0.310086836473021,0.006,0.042873417721519,"Desulfobacterota","uncultured","uncultured","uncultured","uncultured"
